Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00004334	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004360	no	no	no	no	no	no	no	no
MGYS00005636	yes	no	no	yes	no	no	no	no
MGYS00004505	yes	no	yes	no	yes	yes	no	no
MGYS00005175	yes	yes	yes	no	yes	yes	yes	no
MGYS00004185	yes	no	no	no	no	no	no	no
MGYS00004575	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004326	no	no	yes	no	no	no	no	no
MGYS00004368	yes	no	no	no	no	no	no	no
MGYS00004216	yes	yes	yes	yes	no	yes	yes	no
MGYS00005045	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005530	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005947	yes	no	no	no	no	no	no	no
MGYS00004647	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005851	yes	yes	no	yes	yes	yes	yes	no
MGYS00004435	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004236	no	no	yes	no	no	no	no	no
MGYS00004228	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004257	no	yes	yes	no	yes	yes	no	no
MGYS00004182	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004314	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004107	yes	yes	yes	no	no	yes	no	no
MGYS00004642	no	no	no	no	no	no	no	no
MGYS00004032	yes	no	no	no	no	no	no	no
MGYS00004410	no	no	no	no	no	no	no	no
MGYS00005417	yes	yes	yes	no	no	yes	no	no
MGYS00005989	no	no	no	no	no	no	no	no
MGYS00005110	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005988	no	no	no	no	no	no	no	no
MGYS00004372	no	no	no	no	no	no	no	no
MGYS00004874	yes	no	yes	yes	yes	yes	yes	no
MGYS00004576	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005367	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004370	no	no	no	yes	yes	no	no	no
MGYS00004428	no	no	no	no	no	no	no	no
MGYS00004670	no	no	no	no	no	no	no	no
MGYS00004396	yes	yes	no	yes	yes	yes	yes	no
MGYS00004540	no	yes	no	yes	yes	yes	no	no
MGYS00004477	no	no	no	no	no	no	no	no
MGYS00004865	yes	no	yes	yes	yes	yes	yes	no
MGYS00005945	yes	no	no	no	no	no	no	no
MGYS00004839	yes	yes	no	no	yes	yes	no	no
MGYS00004375	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004165	yes	yes	no	yes	no	yes	no	no
MGYS00004611	no	no	no	no	no	no	no	no
MGYS00004065	no	no	no	no	no	no	no	no
MGYS00004276	no	yes	no	no	no	no	no	no
MGYS00004443	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004569	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004851	no	no	yes	no	no	no	no	no
MGYS00004462	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005777	no	no	no	no	no	no	no	no
MGYS00005024	yes	no	yes	no	no	no	no	no
MGYS00004093	yes	yes	no	no	no	no	no	no
MGYS00004137	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004385	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004614	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005773	no	no	no	no	no	no	no	no
MGYS00004687	no	no	no	no	yes	no	no	no
MGYS00004302	no	no	yes	no	yes	no	no	no
MGYS00004133	no	no	no	yes	yes	no	no	no
MGYS00003866	yes	yes	no	yes	yes	yes	yes	no
MGYS00004415	no	no	no	no	no	no	no	no
MGYS00005675	no	no	yes	no	no	no	no	no
MGYS00004095	no	yes	no	no	yes	no	no	no
MGYS00004843	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004568	no	yes	yes	no	no	no	no	no
MGYS00004214	yes	yes	no	yes	yes	yes	yes	no
MGYS00004567	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004249	yes	yes	no	no	no	no	no	no
MGYS00004405	no	no	no	yes	no	no	no	no
MGYS00004844	yes	yes	yes	yes	no	yes	yes	no
MGYS00005420	yes	yes	yes	yes	no	yes	yes	no
MGYS00004351	yes	no	yes	no	yes	yes	no	no
MGYS00004250	yes	yes	no	yes	no	yes	no	no
MGYS00004860	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004416	yes	yes	yes	no	yes	yes	yes	no
MGYS00005666	no	yes	yes	yes	no	yes	no	no
MGYS00004203	no	no	no	no	no	no	no	no
MGYS00004651	yes	no	yes	no	no	no	no	no
MGYS00004648	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005654	yes	no	yes	no	no	no	no	no
MGYS00004580	no	yes	yes	no	yes	yes	no	no
MGYS00004440	yes	no	yes	yes	yes	yes	yes	no
MGYS00004868	yes	no	no	no	no	no	no	no
MGYS00005054	no	no	no	no	no	no	no	no
MGYS00004573	no	no	no	no	no	no	no	no
MGYS00006039	yes	yes	yes	no	yes	yes	yes	no
MGYS00004090	no	yes	yes	yes	no	yes	no	no
MGYS00003863	N/A	no	no	no	no	no	no	no
MGYS00004880	yes	no	yes	no	no	no	no	no
MGYS00004400	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004565	yes	no	yes	no	no	no	no	no
MGYS00004550	yes	no	no	no	no	no	no	no
MGYS00004654	no	no	no	yes	no	no	no	no
MGYS00004131	yes	no	no	yes	no	no	no	no
MGYS00005705	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004645	no	no	no	yes	no	no	no	no
MGYS00004402	no	no	yes	yes	yes	yes	no	no
MGYS00003806	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004044	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003725	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004852	no	no	no	no	no	no	no	no
MGYS00004562	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005716	yes	no	no	yes	no	no	no	no
MGYS00004139	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004555	yes	yes	yes	no	no	yes	no	no
MGYS00005439	no	no	no	no	no	no	no	no
MGYS00004002	no	no	no	no	no	no	no	no
MGYS00004123	yes	yes	yes	yes	no	yes	yes	no
MGYS00004627	no	no	yes	no	no	no	no	no
MGYS00004619	no	no	no	no	yes	no	no	no
MGYS00004156	yes	yes	yes	no	no	yes	no	no
MGYS00004518	no	no	no	yes	yes	no	no	no
MGYS00004480	yes	yes	no	no	no	no	no	no
MGYS00004206	yes	yes	no	N/A	yes	yes	no	no
MGYS00004167	no	no	yes	yes	no	no	no	no
MGYS00004430	no	no	yes	yes	no	no	no	no
MGYS00004163	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004530	no	no	no	no	yes	no	no	no
MGYS00004488	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003638	yes	no	no	yes	no	no	no	no
MGYS00005957	no	yes	yes	no	yes	yes	no	no
MGYS00005673	no	no	no	no	no	no	no	no
MGYS00005265	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003810	yes	no	yes	yes	yes	yes	yes	no
MGYS00004190	no	no	no	no	yes	no	no	no
MGYS00004226	no	no	no	no	no	no	no	no
MGYS00004495	no	no	yes	no	yes	no	no	no
MGYS00005027	no	no	no	no	no	no	no	no
MGYS00004242	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004713	yes	no	yes	yes	yes	yes	yes	no
MGYS00004549	no	no	yes	no	no	no	no	no
MGYS00004293	yes	no	yes	no	no	no	no	no
MGYS00004120	no	no	no	no	no	no	no	no
MGYS00005403	no	no	no	no	no	no	no	no
MGYS00004617	no	no	no	no	no	no	no	no
MGYS00005780	no	no	no	no	no	no	no	no
MGYS00004363	no	no	no	no	no	no	no	no
MGYS00004463	no	no	no	no	no	no	no	no
MGYS00004709	yes	yes	no	no	no	no	no	no
MGYS00004328	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004117	no	yes	no	yes	yes	yes	no	no
MGYS00004853	no	no	no	no	yes	no	no	no
MGYS00004354	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004397	no	no	yes	yes	no	no	no	no
MGYS00004164	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004606	no	no	yes	no	yes	no	no	no
MGYS00004349	no	yes	no	no	no	no	no	no
MGYS00005859	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004174	no	yes	yes	no	yes	yes	no	no
MGYS00005632	no	no	no	no	no	no	no	no
MGYS00005695	no	no	no	no	no	no	no	no
MGYS00004129	no	no	no	no	no	no	no	no
MGYS00004213	no	no	yes	no	no	no	no	no
MGYS00004732	no	no	no	yes	no	no	no	no
MGYS00004841	no	no	no	yes	no	no	no	no
MGYS00004528	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004681	yes	yes	no	yes	no	yes	no	no
MGYS00004629	yes	no	yes	yes	yes	yes	yes	no
MGYS00004091	no	no	no	no	no	no	no	no
MGYS00004481	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003616	no	yes	yes	yes	no	yes	no	no
MGYS00004029	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004220	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004604	no	yes	yes	no	no	no	no	no
MGYS00004570	no	no	no	no	no	no	no	no
MGYS00005000	yes	yes	no	yes	yes	yes	yes	no
MGYS00003633	no	no	yes	yes	yes	yes	no	no
MGYS00004478	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004260	yes	yes	yes	yes	N/A	yes	yes	no
MGYS00004052	no	no	no	no	no	no	no	no
MGYS00003989	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005964	no	no	no	no	no	no	no	no
MGYS00003631	no	yes	yes	no	yes	yes	no	no
MGYS00004668	no	no	no	no	no	no	no	no
MGYS00004389	yes	no	no	yes	no	no	no	no
MGYS00004613	yes	no	no	no	no	no	no	no
MGYS00004625	no	yes	no	yes	yes	yes	no	no
MGYS00004845	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005710	yes	yes	yes	yes	no	yes	yes	no
MGYS00004506	no	no	no	no	no	no	no	no
MGYS00004634	no	no	no	no	no	no	no	no
MGYS00004081	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004678	no	no	no	no	no	no	no	no
MGYS00004696	no	no	no	yes	no	no	no	no
MGYS00004055	no	no	no	no	no	no	no	no
MGYS00005337	no	yes	yes	yes	yes	yes	yes	no
MGYS00004169	no	no	yes	no	yes	no	no	no
MGYS00005629	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004486	no	no	no	no	no	no	no	no
MGYS00004612	no	no	no	no	no	no	no	no
MGYS00003611	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004412	no	no	no	no	no	no	no	no
MGYS00005312	no	no	no	no	no	no	no	no
MGYS00004529	yes	yes	no	yes	no	yes	no	no
MGYS00004217	no	no	yes	no	yes	no	no	no
MGYS00004116	yes	yes	yes	no	yes	yes	yes	no
MGYS00004582	yes	no	yes	no	no	no	no	no
MGYS00004665	no	yes	yes	no	yes	yes	no	no
MGYS00005250	no	yes	no	yes	no	no	no	no
MGYS00004071	no	no	no	yes	no	no	no	no
MGYS00004261	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004010	yes	no	no	no	yes	no	no	no
MGYS00004621	yes	no	yes	no	no	no	no	no
MGYS00004278	yes	no	no	no	no	no	no	no
MGYS00006028	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004053	no	yes	yes	yes	no	yes	no	no
MGYS00004849	yes	no	no	yes	no	no	no	no
MGYS00004202	no	no	no	no	no	no	no	no
MGYS00004641	yes	yes	yes	yes	no	yes	yes	no
MGYS00004589	no	yes	no	no	no	no	no	no
MGYS00005935	no	no	no	no	no	no	no	no
MGYS00005487	no	no	no	no	no	no	no	no
MGYS00004211	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004842	no	no	yes	no	no	no	no	no
MGYS00004310	no	yes	yes	yes	yes	yes	yes	no
MGYS00005734	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004377	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004315	no	no	no	no	no	no	no	no
MGYS00004324	yes	yes	no	yes	yes	yes	yes	no
MGYS00004455	no	no	no	no	no	no	no	no
MGYS00004623	yes	no	yes	no	yes	yes	no	no
MGYS00006035	no	yes	N/A	yes	yes	yes	no	no
MGYS00004189	yes	no	yes	yes	yes	yes	yes	no
MGYS00004323	no	no	no	no	no	no	no	no
MGYS00004892	no	yes	yes	yes	yes	yes	yes	no
MGYS00005717	yes	no	no	no	no	no	no	no
MGYS00004148	no	no	no	yes	yes	no	no	no
MGYS00004563	no	no	yes	yes	no	no	no	no
MGYS00003602	no	no	no	yes	yes	no	no	no
MGYS00004376	no	no	no	no	no	no	no	no
MGYS00004444	no	yes	yes	yes	yes	yes	yes	no
MGYS00004193	no	no	no	yes	yes	no	no	no
MGYS00004199	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004144	yes	no	no	no	no	no	no	no
MGYS00005696	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004078	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004560	no	no	no	no	no	no	no	no
MGYS00004171	yes	no	yes	yes	yes	yes	yes	no
MGYS00004702	yes	yes	no	no	yes	yes	no	no
MGYS00004205	no	no	yes	yes	yes	yes	no	no
MGYS00005981	no	no	no	no	no	no	no	no
MGYS00004069	yes	no	no	yes	yes	yes	no	no
MGYS00004460	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003993	yes	no	yes	no	no	no	no	no
MGYS00004073	no	yes	yes	no	no	no	no	no
MGYS00004630	no	no	yes	no	no	no	no	no
MGYS00005396	no	yes	no	no	N/A	no	no	no
MGYS00003946	no	yes	yes	yes	yes	yes	yes	no
MGYS00004883	yes	yes	no	no	no	no	no	no
MGYS00005646	no	no	no	no	no	no	no	no
MGYS00004208	no	yes	yes	yes	yes	yes	yes	no
MGYS00004511	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004303	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004210	yes	yes	yes	yes	no	yes	yes	no
MGYS00004468	yes	no	yes	yes	yes	yes	yes	no
MGYS00004014	yes	yes	no	no	yes	yes	no	no
MGYS00004742	yes	no	yes	yes	no	yes	no	no
MGYS00004340	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005863	no	no	no	no	no	no	no	no
MGYS00004304	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004484	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004104	yes	yes	yes	no	yes	yes	yes	no
MGYS00004012	no	no	no	no	no	no	no	no
MGYS00004043	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004615	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004297	yes	yes	yes	no	no	yes	no	no
MGYS00003642	no	yes	no	no	no	no	no	no
MGYS00004215	yes	no	yes	yes	yes	yes	yes	no
MGYS00004520	no	yes	no	yes	no	no	no	no
MGYS00004677	no	no	no	no	no	no	no	no
MGYS00004637	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004571	no	no	no	yes	no	no	no	no
MGYS00005419	no	no	no	no	no	no	no	no
MGYS00004046	no	no	no	no	no	no	no	no
MGYS00005149	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005951	no	no	yes	no	no	no	no	no
MGYS00004691	yes	yes	yes	no	yes	yes	yes	no
MGYS00004395	yes	yes	yes	no	yes	yes	yes	no
MGYS00004383	no	no	no	no	no	no	no	no
MGYS00004411	no	no	no	no	no	no	no	no
MGYS00003614	yes	no	yes	yes	no	yes	no	no
MGYS00004679	no	no	no	no	no	no	no	no
MGYS00003997	no	yes	no	no	no	no	no	no
MGYS00003855	yes	yes	yes	yes	no	yes	yes	no
MGYS00005003	no	no	N/A	no	yes	no	no	no
MGYS00004585	no	no	no	no	no	no	no	no
MGYS00004201	yes	yes	yes	yes	no	yes	yes	no
MGYS00003869	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004299	yes	yes	yes	no	yes	yes	yes	no
MGYS00005857	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004045	no	no	no	no	no	no	no	no
MGYS00004258	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004689	yes	yes	no	no	no	no	no	no
MGYS00005689	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004125	yes	yes	no	no	yes	yes	no	no
MGYS00004692	no	no	no	yes	no	no	no	no
MGYS00005991	no	no	no	no	no	no	no	no
MGYS00004659	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00006030	yes	no	no	no	no	no	no	no
MGYS00005366	no	no	no	no	no	no	no	no
MGYS00004526	no	yes	yes	yes	yes	yes	yes	no
MGYS00004110	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003984	no	no	yes	no	no	no	no	no
MGYS00003809	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005678	no	yes	no	no	yes	no	no	no
MGYS00005008	yes	yes	no	no	yes	yes	no	no
MGYS00004024	no	no	no	no	no	no	no	no
MGYS00004146	no	no	no	no	yes	no	no	no
MGYS00004465	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004867	yes	no	no	no	no	no	no	no
MGYS00004287	yes	no	yes	yes	yes	yes	yes	no
MGYS00004362	yes	yes	no	no	no	no	no	no
MGYS00004886	yes	yes	no	no	no	no	no	no
MGYS00005471	no	no	no	no	no	no	no	no
MGYS00005534	no	no	no	no	no	no	no	no
MGYS00005686	yes	no	no	no	no	no	no	no
MGYS00004101	no	no	no	no	yes	no	no	no
MGYS00004255	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005638	yes	no	no	no	no	no	no	no
MGYS00003914	no	no	no	yes	yes	no	no	no
MGYS00004161	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005082	no	no	no	no	no	no	no	no
MGYS00004666	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003814	no	no	no	no	no	no	no	no
MGYS00003773	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004019	no	yes	no	no	no	no	no	no
MGYS00003852	yes	no	no	no	no	no	no	no
MGYS00003721	yes	yes	yes	no	no	yes	no	no
MGYS00003998	no	no	no	no	no	no	no	no
MGYS00004013	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004022	no	no	no	yes	no	no	no	no
MGYS00004743	no	yes	no	no	no	no	no	no
MGYS00004070	no	no	no	yes	no	no	no	no
MGYS00005969	no	yes	yes	no	no	no	no	no
MGYS00004404	no	no	yes	no	no	no	no	no
MGYS00005743	no	no	no	no	yes	no	no	no
MGYS00004564	yes	yes	no	yes	yes	yes	yes	no
MGYS00004593	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004539	no	no	no	no	yes	no	no	no
MGYS00006034	no	no	yes	no	no	no	no	no
MGYS00004321	no	no	no	no	no	no	no	no
MGYS00005724	no	no	no	no	no	no	no	no
MGYS00004134	no	yes	yes	yes	yes	yes	yes	no
MGYS00004605	no	no	no	no	no	no	no	no
MGYS00004881	no	yes	no	yes	yes	yes	no	no
MGYS00004040	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005670	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004067	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004680	no	no	no	no	no	no	no	no
MGYS00004548	no	no	no	no	no	no	no	no
MGYS00005990	yes	no	no	no	no	no	no	no
MGYS00004087	yes	no	no	no	no	no	no	no
MGYS00004594	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003783	yes	no	yes	yes	yes	yes	yes	no
MGYS00004598	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004854	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004077	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005517	no	no	no	no	no	no	no	no
MGYS00006058	yes	no	no	no	no	no	no	no
MGYS00004035	no	no	no	no	no	no	no	no
MGYS00005595	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005858	yes	yes	no	no	yes	yes	no	no
MGYS00005115	no	no	no	no	no	no	no	no
MGYS00004135	no	yes	yes	yes	yes	yes	yes	no
MGYS00005395	no	no	no	no	no	no	no	no
MGYS00004037	no	no	no	yes	yes	no	no	no
MGYS00004281	no	no	no	no	no	no	no	no
MGYS00004308	no	no	no	no	no	no	no	no
MGYS00004741	no	yes	yes	no	yes	yes	no	no
MGYS00004866	no	no	yes	no	no	no	no	no
MGYS00004855	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004341	no	yes	yes	no	no	no	no	no
MGYS00004119	yes	yes	yes	no	no	yes	no	no
MGYS00004138	no	no	no	no	no	no	no	no
MGYS00005582	no	no	no	no	yes	no	no	no
MGYS00004230	yes	no	no	yes	no	no	no	no
MGYS00004888	no	yes	no	no	yes	no	no	no
MGYS00004673	yes	no	yes	yes	no	yes	no	no
MGYS00005497	no	yes	yes	yes	no	yes	no	no
MGYS00004891	yes	yes	no	yes	no	yes	no	no
MGYS00004873	yes	no	no	yes	no	no	no	no
MGYS00005334	no	no	yes	yes	yes	yes	no	no
MGYS00005363	no	no	no	yes	yes	no	no	no
MGYS00005416	no	no	yes	no	no	no	no	no
MGYS00004501	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003636	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00006057	yes	no	no	no	no	no	no	no
MGYS00004239	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004160	no	no	no	no	no	no	no	no
MGYS00004597	no	no	yes	yes	yes	yes	no	no
MGYS00005294	no	no	no	no	no	no	no	no
MGYS00004366	no	yes	yes	no	yes	yes	no	no
MGYS00004507	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005308	no	no	yes	yes	no	no	no	no
MGYS00005427	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004132	no	no	yes	no	no	no	no	no
MGYS00004347	yes	yes	yes	no	yes	yes	yes	no
MGYS00004622	no	no	no	no	no	no	no	no
MGYS00004016	no	no	no	no	no	no	no	no
MGYS00004004	no	yes	yes	yes	no	yes	no	no
MGYS00004222	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004588	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004251	no	yes	yes	no	no	no	no	no
MGYS00005440	no	yes	N/A	no	yes	no	no	no
MGYS00004496	yes	yes	no	no	yes	yes	no	no
MGYS00004662	no	no	no	no	no	no	no	no
MGYS00004224	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005962	no	no	yes	no	no	no	no	no
MGYS00003630	no	no	no	no	no	no	no	no
MGYS00005864	no	no	yes	no	yes	no	no	no
MGYS00004096	no	yes	yes	no	no	no	no	no
MGYS00004061	no	yes	yes	yes	yes	yes	yes	no
MGYS00004596	yes	no	yes	no	no	no	no	no
MGYS00004885	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004384	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004234	no	no	no	no	no	no	no	no
MGYS00004240	no	no	no	no	no	no	no	no
MGYS00005496	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005834	no	no	no	yes	no	no	no	no
MGYS00004122	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004126	no	no	no	no	yes	no	no	no
MGYS00004335	yes	no	no	yes	yes	yes	no	no
MGYS00004487	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004493	yes	yes	yes	no	no	yes	no	no
MGYS00004011	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004379	yes	no	yes	yes	yes	yes	yes	no
MGYS00004848	no	no	yes	no	no	no	no	no
MGYS00004661	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005140	yes	yes	no	yes	yes	yes	yes	no
MGYS00004876	no	yes	yes	yes	yes	yes	yes	no
MGYS00003639	no	no	yes	no	no	no	no	no
MGYS00003632	no	no	no	no	no	no	no	no
MGYS00005467	no	no	no	no	no	no	no	no
MGYS00005677	yes	no	no	no	no	no	no	no
MGYS00004300	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004254	no	no	no	no	no	no	no	no
MGYS00004414	no	no	no	no	no	no	no	no
MGYS00004200	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005987	yes	no	no	no	yes	no	no	no
MGYS00004357	no	no	no	no	no	no	no	no
MGYS00004649	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005263	no	no	no	no	no	no	no	no
MGYS00004535	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005850	yes	no	yes	yes	yes	yes	yes	no
MGYS00005982	no	no	no	no	no	no	no	no
