Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00004375	no	no	yes	yes	yes	yes	no	no
MGYS00004165	no	no	no	no	no	no	no	no
MGYS00004611	no	no	no	no	no	no	no	no
MGYS00004065	no	no	no	no	no	no	no	no
MGYS00004276	no	no	no	no	no	no	no	no
MGYS00004443	no	yes	yes	yes	no	yes	no	no
MGYS00004569	yes	no	no	no	no	no	no	no
MGYS00004851	no	no	no	no	no	no	no	no
MGYS00004462	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005777	no	no	no	no	no	no	no	no
MGYS00005024	no	no	no	no	no	no	no	no
MGYS00004093	no	no	yes	no	no	no	no	no
MGYS00004137	yes	yes	yes	yes	N/A	yes	yes	no
MGYS00004385	yes	yes	no	yes	no	yes	no	no
MGYS00004614	N/A	no	no	no	no	no	no	no
MGYS00005773	N/A	no	N/A	no	no	no	no	no
MGYS00004687	no	no	no	no	no	no	no	no
MGYS00004302	no	no	no	no	no	no	no	no
MGYS00004133	no	no	no	no	no	no	no	no
MGYS00003866	no	yes	no	no	no	no	no	no
MGYS00004415	no	no	no	no	no	no	no	no
MGYS00005675	no	no	no	N/A	no	no	no	no
MGYS00004095	no	no	no	no	no	no	no	no
MGYS00004843	no	no	no	no	no	no	no	no
MGYS00004568	no	no	no	no	no	no	no	no
MGYS00004214	no	no	no	no	no	no	no	no
MGYS00004567	no	no	no	no	no	no	no	no
MGYS00004249	no	no	no	no	no	no	no	no
MGYS00004405	no	no	yes	no	no	no	no	no
MGYS00004844	no	N/A	no	no	no	no	no	no
MGYS00005420	yes	no	yes	no	yes	yes	no	no
MGYS00004351	no	no	no	no	no	no	no	no
MGYS00004250	no	no	no	no	no	no	no	no
MGYS00004860	no	yes	no	yes	yes	yes	no	no
MGYS00004416	yes	no	no	no	yes	no	no	no
MGYS00005666	no	no	no	no	no	no	no	no
MGYS00004203	no	no	no	no	no	no	no	no
MGYS00004651	no	no	no	no	yes	no	no	no
MGYS00004648	no	yes	no	no	no	no	no	no
MGYS00005654	no	no	no	no	no	no	no	no
MGYS00004580	no	N/A	no	no	no	no	no	no
MGYS00004440	no	no	no	no	no	no	no	no
MGYS00004868	no	no	N/A	no	no	no	no	no
MGYS00005054	no	no	no	no	no	no	no	no
MGYS00004573	no	no	yes	no	no	no	no	no
MGYS00006039	N/A	no	no	no	no	no	no	no
MGYS00004090	no	no	no	no	no	no	no	no
MGYS00003863	no	N/A	yes	yes	no	no	no	no
MGYS00004880	N/A	no	no	no	no	no	no	no
MGYS00004400	no	yes	no	no	no	no	no	no
MGYS00004565	no	no	no	no	yes	no	no	no
MGYS00004550	no	no	no	no	no	no	no	no
MGYS00004654	N/A	no	no	no	no	no	no	no
MGYS00004131	no	no	no	no	no	no	no	no
MGYS00005705	no	no	no	no	no	no	no	no
MGYS00004645	no	no	no	N/A	no	no	no	no
MGYS00004402	no	N/A	no	no	no	no	no	no
MGYS00003806	yes	yes	no	yes	no	yes	no	no
MGYS00004044	no	yes	yes	no	no	no	no	no
MGYS00003725	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004852	no	no	no	no	no	no	no	no
MGYS00004562	no	no	yes	no	no	no	no	no
MGYS00005716	no	yes	no	no	no	no	no	no
MGYS00004139	yes	yes	no	N/A	yes	yes	no	no
MGYS00004555	yes	no	yes	no	yes	yes	no	no
MGYS00005439	no	no	no	no	no	no	no	no
MGYS00004002	no	no	no	no	no	no	no	no
MGYS00004123	no	no	no	no	no	no	no	no
MGYS00004627	no	no	no	no	no	no	no	no
MGYS00004619	no	no	no	no	no	no	no	no
MGYS00004156	no	no	no	no	no	no	no	no
MGYS00004518	no	yes	yes	yes	yes	yes	yes	no
MGYS00004480	no	no	no	no	no	no	no	no
MGYS00004206	no	yes	yes	yes	no	yes	no	no
MGYS00004167	no	no	no	no	no	no	no	no
MGYS00004430	yes	no	no	N/A	no	no	no	no
MGYS00004163	no	yes	yes	yes	yes	yes	yes	no
MGYS00004530	no	no	yes	no	no	no	no	no
MGYS00004488	yes	yes	yes	yes	no	yes	yes	no
MGYS00003638	no	no	no	no	no	no	no	no
MGYS00005957	no	no	no	no	no	no	no	no
MGYS00005673	no	no	no	no	yes	no	no	no
MGYS00005265	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003810	yes	yes	yes	yes	no	yes	yes	no
MGYS00004190	no	no	no	no	no	no	no	no
MGYS00004226	no	no	no	no	no	no	no	no
MGYS00004495	no	no	no	no	no	no	no	no
MGYS00005027	no	no	no	no	no	no	no	no
MGYS00004242	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004713	no	no	no	no	no	no	no	no
MGYS00004549	no	no	no	no	no	no	no	no
MGYS00004293	no	no	no	no	no	no	no	no
MGYS00004120	no	no	no	no	no	no	no	no
MGYS00005403	N/A	no	N/A	no	no	no	no	no
MGYS00004617	no	yes	no	no	yes	no	no	no
MGYS00005780	no	no	no	no	no	no	no	no
MGYS00004363	no	no	no	no	no	no	no	no
MGYS00004463	no	yes	no	no	no	no	no	no
MGYS00004709	no	no	no	no	no	no	no	no
MGYS00004328	no	no	no	no	no	no	no	no
MGYS00004117	no	yes	yes	yes	no	yes	no	no
MGYS00004853	no	no	no	no	no	no	no	no
MGYS00004354	yes	no	yes	no	yes	yes	no	no
MGYS00004397	no	no	yes	no	yes	no	no	no
MGYS00004164	yes	yes	yes	yes	no	yes	yes	no
MGYS00004606	no	no	no	no	no	no	no	no
MGYS00004349	no	no	no	N/A	no	no	no	no
MGYS00005859	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004174	no	no	no	no	no	no	no	no
MGYS00005632	no	no	no	no	no	no	no	no
MGYS00005695	no	no	no	no	no	no	no	no
MGYS00004129	no	no	no	no	no	no	no	no
MGYS00004213	no	no	no	no	no	no	no	no
MGYS00004732	no	no	no	no	N/A	no	no	no
MGYS00004841	no	no	no	no	no	no	no	no
MGYS00004528	yes	yes	yes	yes	no	yes	yes	no
MGYS00004681	no	no	no	no	no	no	no	no
MGYS00004629	no	no	no	no	no	no	no	no
MGYS00004091	no	no	no	no	no	no	no	no
MGYS00004481	no	no	no	no	yes	no	no	no
MGYS00003616	no	no	no	no	no	no	no	no
MGYS00004029	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004220	yes	no	no	no	yes	no	no	no
MGYS00004604	no	no	no	no	no	no	no	no
MGYS00004570	no	no	no	no	no	no	no	no
MGYS00005000	no	no	no	no	no	no	no	no
MGYS00003633	no	no	no	no	no	no	no	no
MGYS00004478	no	no	no	no	no	no	no	no
MGYS00004260	no	no	yes	no	yes	no	no	no
MGYS00004052	no	no	no	no	no	no	no	no
MGYS00003989	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005964	N/A	no	no	no	no	no	no	no
MGYS00003631	no	N/A	no	no	no	no	no	no
MGYS00004668	no	no	no	no	no	no	no	no
MGYS00004389	no	no	no	no	no	no	no	no
MGYS00004613	N/A	no	no	no	no	no	no	no
MGYS00004625	no	no	no	yes	yes	no	no	no
MGYS00004845	no	no	no	no	no	no	no	no
MGYS00005710	no	no	N/A	no	no	no	no	no
MGYS00004506	yes	no	no	no	no	no	no	no
MGYS00004634	no	no	no	no	no	no	no	no
MGYS00004081	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004678	no	no	N/A	no	no	no	no	no
MGYS00004696	no	no	no	no	no	no	no	no
MGYS00004055	no	no	no	no	no	no	no	no
MGYS00005337	no	no	no	no	no	no	no	no
MGYS00004169	no	no	no	no	no	no	no	no
MGYS00005629	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004486	no	no	no	no	no	no	no	no
MGYS00004612	no	no	no	no	no	no	no	no
MGYS00003611	no	no	no	no	no	no	no	no
MGYS00004412	no	no	no	no	no	no	no	no
MGYS00005312	no	no	no	no	no	no	no	no
MGYS00004529	no	no	no	no	no	no	no	no
MGYS00004217	no	no	no	no	no	no	no	no
MGYS00004116	no	no	no	no	no	no	no	no
MGYS00004582	no	yes	no	no	no	no	no	no
MGYS00004665	no	no	no	no	no	no	no	no
MGYS00005250	no	no	yes	yes	yes	yes	no	no
MGYS00004071	no	no	no	no	no	no	no	no
MGYS00004261	no	no	yes	no	yes	no	no	no
MGYS00004010	no	no	no	no	no	no	no	no
MGYS00004621	no	no	no	no	no	no	no	no
MGYS00004278	no	no	no	no	no	no	no	no
MGYS00006028	yes	N/A	yes	yes	yes	yes	yes	no
MGYS00004053	no	no	no	no	no	no	no	no
MGYS00004849	no	no	no	no	no	no	no	no
MGYS00004202	no	N/A	no	no	no	no	no	no
MGYS00004641	no	no	no	no	no	no	no	no
MGYS00004589	no	no	no	no	no	no	no	no
MGYS00005935	no	no	no	no	no	no	no	no
MGYS00005487	no	no	no	no	no	no	no	no
MGYS00004211	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004842	no	no	no	no	no	no	no	no
MGYS00004310	no	no	yes	yes	yes	yes	no	no
MGYS00005734	no	yes	yes	yes	yes	yes	yes	no
MGYS00004377	yes	yes	yes	yes	no	yes	yes	no
MGYS00004315	no	yes	no	no	no	no	no	no
MGYS00004324	no	yes	no	N/A	yes	no	no	no
MGYS00004455	no	no	no	no	no	no	no	no
MGYS00004623	yes	no	no	no	no	no	no	no
MGYS00006035	N/A	yes	no	no	no	no	no	no
MGYS00004189	no	no	no	no	no	no	no	no
MGYS00004323	N/A	no	no	no	no	no	no	no
MGYS00004892	no	no	no	no	no	no	no	no
MGYS00005717	no	no	no	no	no	no	no	no
MGYS00004148	N/A	no	no	no	no	no	no	no
MGYS00004563	yes	yes	no	no	no	no	no	no
MGYS00003602	no	no	no	no	yes	no	no	no
MGYS00004376	no	no	no	no	no	no	no	no
MGYS00004444	yes	no	yes	no	yes	yes	no	no
MGYS00004193	no	yes	no	N/A	yes	no	no	no
MGYS00004199	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004144	no	no	no	no	no	no	no	no
MGYS00005696	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004078	no	no	no	no	yes	no	no	no
MGYS00004560	no	no	no	no	no	no	no	no
MGYS00004171	no	no	no	no	no	no	no	no
MGYS00004702	yes	no	no	no	no	no	no	no
MGYS00004205	no	no	no	no	no	no	no	no
MGYS00005981	no	no	yes	no	no	no	no	no
MGYS00004069	no	no	no	no	no	no	no	no
MGYS00004460	no	no	no	no	no	no	no	no
MGYS00003993	no	no	yes	no	no	no	no	no
MGYS00004073	no	no	no	no	no	no	no	no
MGYS00004630	no	no	no	no	no	no	no	no
MGYS00005396	no	yes	yes	no	no	no	no	no
MGYS00003946	yes	yes	yes	no	no	yes	no	no
MGYS00004883	no	no	no	no	no	no	no	no
MGYS00005646	no	no	no	no	no	no	no	no
MGYS00004208	no	no	no	no	no	no	no	no
MGYS00004511	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004303	N/A	no	no	N/A	yes	no	no	no
MGYS00004210	no	no	no	no	no	no	no	no
MGYS00004468	no	N/A	no	no	no	no	no	no
MGYS00004014	no	no	no	yes	no	no	no	no
MGYS00004742	no	no	no	no	no	no	no	no
MGYS00004340	yes	yes	yes	no	no	yes	no	no
MGYS00005863	no	no	no	no	no	no	no	no
MGYS00004304	no	no	no	no	no	no	no	no
MGYS00004484	yes	yes	yes	yes	no	yes	yes	no
MGYS00004104	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004012	no	yes	no	no	no	no	no	no
MGYS00004043	no	yes	no	no	no	no	no	no
MGYS00004615	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004297	no	yes	no	yes	no	no	no	no
MGYS00003642	no	no	no	no	no	no	no	no
MGYS00004215	no	N/A	no	no	no	no	no	no
MGYS00004520	no	no	no	no	no	no	no	no
MGYS00004677	no	no	no	no	no	no	no	no
MGYS00004637	no	no	yes	N/A	no	no	no	no
MGYS00004571	yes	yes	yes	no	no	yes	no	no
MGYS00005419	no	no	no	no	no	no	no	no
MGYS00004046	no	no	yes	no	no	no	no	no
MGYS00005149	yes	no	yes	N/A	yes	yes	no	no
MGYS00005951	no	yes	no	no	no	no	no	no
MGYS00004691	yes	no	no	no	no	no	no	no
MGYS00004395	no	no	no	no	no	no	no	no
MGYS00004383	no	N/A	no	no	N/A	no	no	no
MGYS00004411	no	no	N/A	no	no	no	no	no
MGYS00003614	no	no	N/A	no	no	no	no	no
MGYS00004679	no	no	no	no	no	no	no	no
MGYS00003997	no	no	no	no	no	no	no	no
MGYS00003855	no	no	no	no	no	no	no	no
MGYS00005003	no	no	no	no	yes	no	no	no
MGYS00004585	no	no	no	no	no	no	no	no
MGYS00004201	no	no	no	no	no	no	no	no
MGYS00003869	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004299	no	no	no	no	no	no	no	no
MGYS00005857	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004045	no	no	no	no	no	no	no	no
MGYS00004258	yes	no	no	yes	no	no	no	no
MGYS00004689	no	no	no	no	no	no	no	no
MGYS00005689	no	no	yes	no	yes	no	no	no
MGYS00004125	no	no	no	no	no	no	no	no
MGYS00004692	yes	no	no	no	no	no	no	no
MGYS00005991	no	no	no	no	no	no	no	no
MGYS00004659	yes	no	yes	yes	yes	yes	yes	no
MGYS00006030	N/A	no	no	no	no	no	no	no
MGYS00005366	no	no	no	no	no	no	no	no
MGYS00004526	yes	no	yes	yes	no	yes	no	no
MGYS00004110	no	no	no	no	no	no	no	no
MGYS00003984	no	no	no	no	no	no	no	no
MGYS00003809	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005678	no	no	no	no	no	no	no	no
MGYS00005008	no	no	N/A	no	no	no	no	no
MGYS00004024	no	no	yes	no	no	no	no	no
MGYS00004146	yes	no	no	no	no	no	no	no
MGYS00004465	no	no	no	no	no	no	no	no
MGYS00004867	no	no	no	no	yes	no	no	no
MGYS00004287	no	no	no	no	no	no	no	no
MGYS00004362	no	no	N/A	no	no	no	no	no
MGYS00004886	no	no	no	N/A	no	no	no	no
MGYS00005471	no	no	no	N/A	no	no	no	no
MGYS00005534	no	no	no	no	no	no	no	no
MGYS00005686	no	no	no	no	no	no	no	no
MGYS00004101	no	no	no	no	no	no	no	no
MGYS00004255	no	no	no	no	no	no	no	no
MGYS00005638	no	no	no	no	no	no	no	no
MGYS00003914	no	no	no	no	no	no	no	no
MGYS00004161	no	no	yes	no	no	no	no	no
MGYS00005082	no	no	no	no	no	no	no	no
MGYS00004666	no	no	yes	yes	no	no	no	no
MGYS00003814	no	no	no	no	no	no	no	no
MGYS00003773	yes	yes	yes	no	yes	yes	yes	no
MGYS00004019	no	no	no	no	no	no	no	no
MGYS00003852	no	no	yes	no	yes	no	no	no
MGYS00003721	no	no	N/A	no	no	no	no	no
MGYS00003998	no	no	no	no	no	no	no	no
MGYS00004013	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004022	no	no	no	no	no	no	no	no
MGYS00004743	no	no	no	no	no	no	no	no
MGYS00004070	no	no	no	no	no	no	no	no
MGYS00005969	no	no	no	no	no	no	no	no
MGYS00004404	no	no	no	no	no	no	no	no
MGYS00005743	no	no	no	no	no	no	no	no
MGYS00004564	yes	no	no	no	yes	no	no	no
MGYS00004593	no	no	no	yes	yes	no	no	no
MGYS00004539	no	yes	yes	yes	yes	yes	yes	no
MGYS00006034	no	no	no	no	no	no	no	no
MGYS00004321	no	no	no	no	no	no	no	no
MGYS00005724	no	no	no	no	no	no	no	no
MGYS00004134	yes	no	yes	yes	yes	yes	yes	no
MGYS00004605	no	no	no	no	no	no	no	no
MGYS00004881	no	no	no	no	no	no	no	no
MGYS00004040	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005670	no	yes	no	yes	yes	yes	no	no
MGYS00004067	no	no	no	no	no	no	no	no
MGYS00004680	no	no	no	no	no	no	no	no
MGYS00004548	no	no	no	no	no	no	no	no
MGYS00005990	no	no	no	no	no	no	no	no
MGYS00004087	no	no	no	no	no	no	no	no
MGYS00004594	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003783	no	no	no	no	no	no	no	no
MGYS00004598	no	yes	no	yes	yes	yes	no	no
MGYS00004854	yes	no	yes	no	N/A	no	no	no
MGYS00004077	no	no	no	no	no	no	no	no
MGYS00005517	no	no	no	no	no	no	no	no
MGYS00006058	no	no	yes	no	no	no	no	no
MGYS00004035	no	no	no	no	no	no	no	no
MGYS00005595	no	yes	yes	no	no	no	no	no
MGYS00005858	yes	yes	no	no	no	no	no	no
MGYS00005115	no	no	no	no	no	no	no	no
MGYS00004135	no	no	no	no	yes	no	no	no
MGYS00005395	no	no	no	yes	no	no	no	no
MGYS00004037	no	no	no	yes	no	no	no	no
MGYS00004281	no	no	no	no	no	no	no	no
MGYS00004308	no	no	no	no	yes	no	no	no
MGYS00004741	no	no	no	no	no	no	no	no
MGYS00004866	no	no	no	no	no	no	no	no
MGYS00004855	no	no	yes	yes	yes	yes	no	no
MGYS00004341	no	no	no	no	no	no	no	no
MGYS00004119	no	no	no	no	no	no	no	no
MGYS00004138	N/A	no	no	no	no	no	no	no
MGYS00005582	no	no	no	no	no	no	no	no
MGYS00004230	no	no	no	no	no	no	no	no
MGYS00004888	no	no	no	no	no	no	no	no
MGYS00004673	no	no	no	no	no	no	no	no
MGYS00005497	no	no	no	yes	yes	no	no	no
MGYS00004891	no	no	no	no	no	no	no	no
MGYS00004873	no	no	no	no	no	no	no	no
MGYS00005334	no	no	no	no	no	no	no	no
MGYS00005363	no	no	no	no	no	no	no	no
MGYS00005416	no	no	no	no	no	no	no	no
MGYS00004501	yes	yes	yes	yes	no	yes	yes	no
MGYS00003636	yes	no	yes	yes	N/A	yes	no	no
MGYS00006057	no	no	N/A	no	no	no	no	no
MGYS00004239	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004160	no	no	no	no	no	no	no	no
MGYS00004597	no	no	no	no	no	no	no	no
MGYS00005294	yes	yes	no	no	no	no	no	no
MGYS00004366	yes	yes	no	yes	yes	yes	yes	no
MGYS00004507	yes	no	no	yes	no	no	no	no
MGYS00005308	no	no	no	no	no	no	no	no
MGYS00005427	yes	no	yes	yes	no	yes	no	no
MGYS00004132	yes	no	no	yes	yes	yes	no	no
MGYS00004347	no	no	no	no	no	no	no	no
MGYS00004622	no	no	no	no	no	no	no	no
MGYS00004016	N/A	no	no	no	no	no	no	no
MGYS00004004	no	no	N/A	no	no	no	no	no
MGYS00004222	no	N/A	yes	no	no	no	no	no
MGYS00004588	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004251	no	no	no	no	no	no	no	no
MGYS00005440	no	no	no	no	no	no	no	no
MGYS00004496	no	no	yes	no	yes	no	no	no
MGYS00004662	no	no	no	no	no	no	no	no
MGYS00004224	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005962	no	no	no	no	no	no	no	no
MGYS00003630	no	no	no	no	N/A	no	no	no
MGYS00005864	yes	yes	no	no	N/A	no	no	no
MGYS00004096	no	no	yes	no	no	no	no	no
MGYS00004061	no	no	yes	no	N/A	no	no	no
MGYS00004596	no	no	no	no	no	no	no	no
MGYS00004885	yes	yes	yes	yes	no	yes	yes	no
MGYS00004384	no	yes	no	yes	no	no	no	no
MGYS00004234	no	no	no	no	no	no	no	no
MGYS00004240	yes	no	no	no	no	no	no	no
MGYS00005496	no	no	no	no	no	no	no	no
MGYS00005834	no	no	no	no	no	no	no	no
MGYS00004122	no	no	no	no	no	no	no	no
MGYS00004126	no	no	no	no	no	no	no	no
MGYS00004335	yes	no	no	no	no	no	no	no
MGYS00004487	no	no	no	no	yes	no	no	no
MGYS00004493	yes	no	no	yes	yes	yes	no	no
MGYS00004011	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004379	no	no	yes	no	no	no	no	no
MGYS00004848	no	no	no	no	no	no	no	no
MGYS00004661	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005140	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004876	no	no	no	no	no	no	no	no
MGYS00003639	no	no	no	no	no	no	no	no
MGYS00003632	N/A	no	no	no	no	no	no	no
MGYS00005467	no	no	no	no	no	no	no	no
MGYS00005677	N/A	no	no	no	no	no	no	no
MGYS00004300	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004254	no	no	no	no	no	no	no	no
MGYS00004414	no	no	no	no	no	no	no	no
MGYS00004200	no	no	no	no	no	no	no	no
MGYS00005987	no	no	no	no	N/A	no	no	no
MGYS00004357	no	no	no	no	yes	no	no	no
MGYS00004649	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005263	no	no	no	no	no	no	no	no
MGYS00004535	no	yes	no	no	no	no	no	no
MGYS00005850	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005982	no	no	no	no	no	no	no	no
