Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00006030	no	no	no	no	no	no	no	no
MGYS00005366	no	no	no	no	no	no	no	no
MGYS00004526	no	no	no	no	yes	no	no	no
MGYS00004110	no	no	no	no	no	no	no	no
MGYS00003984	no	no	no	no	no	no	no	no
MGYS00003809	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005678	no	no	no	no	no	no	no	no
MGYS00005008	no	no	no	no	no	no	no	no
MGYS00004024	no	no	no	no	no	no	no	no
MGYS00004146	no	no	no	no	no	no	no	no
MGYS00004465	no	no	no	no	no	no	no	no
MGYS00004867	no	no	no	no	no	no	no	no
MGYS00004287	no	no	no	no	no	no	no	no
MGYS00004362	no	no	no	no	no	no	no	no
MGYS00004886	no	no	no	no	no	no	no	no
MGYS00005471	no	no	no	no	no	no	no	no
MGYS00005534	no	no	no	no	no	no	no	no
MGYS00005686	no	no	no	no	no	no	no	no
MGYS00004101	no	no	no	no	no	no	no	no
MGYS00004255	no	no	no	no	no	no	no	no
MGYS00005638	no	no	no	no	no	no	no	no
MGYS00003914	no	no	no	no	no	no	no	no
MGYS00004161	no	no	no	no	no	no	no	no
MGYS00005082	no	no	no	no	no	no	no	no
MGYS00004666	no	no	no	yes	no	no	no	no
MGYS00003814	no	no	no	no	no	no	no	no
MGYS00003773	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004019	no	no	no	no	no	no	no	no
MGYS00003852	no	no	no	no	no	no	no	no
MGYS00003721	no	no	no	no	no	no	no	no
MGYS00003998	no	no	no	no	no	no	no	no
MGYS00004013	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004022	no	no	no	no	no	no	no	no
MGYS00004743	no	no	no	no	no	no	no	no
MGYS00004070	no	no	no	no	no	no	no	no
MGYS00005969	no	no	no	no	no	no	no	no
MGYS00004404	no	no	no	no	no	no	no	no
MGYS00005743	no	no	no	no	no	no	no	no
MGYS00004564	no	no	no	no	no	no	no	no
MGYS00004593	yes	no	no	no	no	no	no	no
MGYS00004539	no	no	no	no	no	no	no	no
MGYS00006034	no	no	no	no	no	no	no	no
MGYS00004321	no	no	no	no	no	no	no	no
MGYS00005724	no	no	no	no	no	no	no	no
MGYS00004134	no	no	no	no	no	no	no	no
MGYS00004605	no	no	no	no	no	no	no	no
MGYS00004881	no	no	no	no	no	no	no	no
MGYS00004040	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005670	no	no	no	no	no	no	no	no
MGYS00004067	no	no	no	no	no	no	no	no
MGYS00004680	no	no	no	no	no	no	no	no
MGYS00004548	no	no	no	no	no	no	no	no
MGYS00005990	no	no	no	no	no	no	no	no
MGYS00004087	no	no	no	no	no	no	no	no
MGYS00004594	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003783	no	no	no	no	no	no	no	no
MGYS00004598	no	yes	no	no	no	no	no	no
MGYS00004854	no	yes	no	yes	no	no	no	no
MGYS00004077	no	yes	yes	yes	no	yes	no	no
MGYS00005517	no	no	no	no	no	no	no	no
MGYS00006058	no	no	no	no	no	no	no	no
MGYS00004035	no	no	no	no	no	no	no	no
MGYS00005595	no	no	no	no	no	no	no	no
MGYS00005858	no	no	no	no	no	no	no	no
MGYS00005115	no	no	no	no	no	no	no	no
MGYS00004135	yes	no	no	yes	no	no	no	no
MGYS00005395	no	no	no	no	no	no	no	no
MGYS00004037	no	no	no	no	no	no	no	no
MGYS00004281	no	no	no	no	no	no	no	no
MGYS00004308	no	no	no	no	no	no	no	no
MGYS00004741	no	no	no	no	no	no	no	no
MGYS00004866	no	no	no	no	no	no	no	no
MGYS00004855	yes	no	no	yes	yes	yes	no	no
MGYS00004341	no	no	no	no	no	no	no	no
MGYS00004119	no	no	no	no	no	no	no	no
MGYS00004138	no	no	no	no	no	no	no	no
MGYS00005582	no	no	no	no	no	no	no	no
MGYS00004230	no	no	no	no	no	no	no	no
MGYS00004888	no	no	no	no	no	no	no	no
MGYS00004673	no	no	no	no	no	no	no	no
MGYS00005497	no	no	no	no	no	no	no	no
MGYS00004891	no	no	no	no	no	no	no	no
MGYS00004873	no	no	no	no	no	no	no	no
MGYS00005334	no	no	no	no	no	no	no	no
MGYS00005363	no	no	no	no	no	no	no	no
MGYS00005416	no	no	no	no	no	no	no	no
MGYS00004501	no	yes	yes	no	yes	yes	no	no
MGYS00003636	no	yes	no	yes	yes	yes	no	no
MGYS00006057	no	no	no	no	no	no	no	no
MGYS00004239	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004160	no	no	no	no	no	no	no	no
MGYS00004597	no	no	no	no	no	no	no	no
MGYS00005294	no	no	no	no	no	no	no	no
MGYS00004366	no	yes	no	yes	yes	yes	no	no
MGYS00004507	no	no	no	no	no	no	no	no
MGYS00005308	no	no	no	no	no	no	no	no
MGYS00005427	no	yes	yes	yes	yes	yes	yes	no
MGYS00004132	no	no	no	no	no	no	no	no
MGYS00004347	no	no	no	no	no	no	no	no
MGYS00004622	no	no	no	no	no	no	no	no
MGYS00004016	no	no	no	no	no	no	no	no
MGYS00004004	no	no	no	no	no	no	no	no
MGYS00004222	no	no	no	no	no	no	no	no
MGYS00004588	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004251	no	no	no	no	no	no	no	no
MGYS00005440	no	no	no	no	no	no	no	no
MGYS00004496	no	no	no	no	no	no	no	no
MGYS00004662	no	no	no	no	no	no	no	no
MGYS00004224	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005962	no	no	no	no	no	no	no	no
MGYS00003630	no	no	no	no	no	no	no	no
MGYS00005864	no	no	no	no	no	no	no	no
MGYS00004096	no	no	no	no	no	no	no	no
MGYS00004061	no	no	no	yes	no	no	no	no
MGYS00004596	no	no	no	no	no	no	no	no
MGYS00004885	no	no	yes	no	no	no	no	no
MGYS00004384	no	no	no	no	no	no	no	no
MGYS00004234	no	no	no	no	no	no	no	no
MGYS00004240	no	no	no	no	no	no	no	no
MGYS00005496	no	no	no	no	no	no	no	no
MGYS00005834	no	no	no	no	no	no	no	no
MGYS00004122	no	yes	yes	no	no	no	no	no
MGYS00004126	no	no	no	no	no	no	no	no
MGYS00004335	no	no	no	no	no	no	no	no
MGYS00004487	no	yes	no	no	no	no	no	no
MGYS00004493	no	no	no	no	no	no	no	no
MGYS00004011	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004379	no	no	no	no	no	no	no	no
MGYS00004848	no	no	no	no	no	no	no	no
MGYS00004661	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005140	no	no	no	no	no	no	no	no
MGYS00004876	no	no	no	no	no	no	no	no
MGYS00003639	no	no	no	no	no	no	no	no
MGYS00003632	no	no	no	no	no	no	no	no
MGYS00005467	no	no	no	no	no	no	no	no
MGYS00005677	no	no	no	no	no	no	no	no
MGYS00004300	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004254	no	no	no	no	no	no	no	no
MGYS00004414	no	no	no	no	no	no	no	no
MGYS00004200	no	no	no	no	no	no	no	no
MGYS00005987	no	yes	no	no	no	no	no	no
MGYS00004357	no	no	no	no	no	no	no	no
MGYS00004649	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005263	no	no	no	no	no	no	no	no
MGYS00004535	yes	no	no	yes	no	no	no	no
MGYS00005850	no	no	no	no	no	no	no	no
MGYS00005982	no	no	no	no	no	no	no	no
